replicate_seed,generation,mutation_rate,reputation_enabled,communication_enabled,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260923,9,0.0,False,True,tit_for_tat,34,48438,2.8492941176470588,0.9354117647058824,34,0,0,34
20260924,0,0.0,False,True,always_cooperate,25,28260,2.2608,1.0,25,0,0,25
20260924,0,0.0,False,True,always_defect,25,26400,2.112,0.0,23,0,0,23
20260924,0,0.0,False,True,communication_guard,25,29986,2.39888,0.692,26,0,0,26
20260924,0,0.0,False,True,tit_for_tat,25,29646,2.37168,0.73072,26,0,0,26
20260924,1,0.0,False,True,always_cooperate,25,28530,2.2824,1.0,24,0,0,24
20260924,1,0.0,False,True,always_defect,23,24892,2.1645217391304348,0.0,21,0,0,21
20260924,1,0.0,False,True,communication_guard,26,33032,2.540923076923077,0.7723076923076924,28,0,0,28
20260924,1,0.0,False,True,tit_for_tat,26,32469,2.4976153846153846,0.7846923076923077,27,0,0,27
20260924,2,0.0,False,True,always_cooperate,24,28200,2.35,1.0,24,0,0,24
20260924,2,0.0,False,True,always_defect,21,22096,2.1043809523809522,0.0,19,0,0,19
20260924,2,0.0,False,True,communication_guard,28,35146,2.5104285714285712,0.745,29,0,0,29
20260924,2,0.0,False,True,tit_for_tat,27,33402,2.474222222222222,0.7746666666666666,28,0,0,28
20260924,3,0.0,False,True,always_cooperate,24,28800,2.4,1.0,24,0,0,24
20260924,3,0.0,False,True,always_defect,19,20328,2.1397894736842105,0.0,17,0,0,17
20260924,3,0.0,False,True,communication_guard,29,36686,2.5300689655172413,0.7544827586206897,30,0,0,30
20260924,3,0.0,False,True,tit_for_tat,28,34629,2.4735,0.7743571428571429,29,0,0,29
20260924,4,0.0,False,True,always_cooperate,24,29700,2.475,1.0,24,0,0,24
20260924,4,0.0,False,True,always_defect,17,18260,2.1482352941176472,0.0,15,0,0,15
20260924,4,0.0,False,True,communication_guard,30,38962,2.5974666666666666,0.7986666666666666,31,0,0,31
20260924,4,0.0,False,True,tit_for_tat,29,36927,2.546689655172414,0.8057241379310345,30,0,0,30
20260924,5,0.0,False,True,always_cooperate,24,30720,2.56,1.0,25,0,0,25
20260924,5,0.0,False,True,always_defect,15,15620,2.082666666666667,0.0,12,0,0,12
20260924,5,0.0,False,True,communication_guard,31,40448,2.6095483870967744,0.7967741935483871,32,0,0,32
20260924,5,0.0,False,True,tit_for_tat,30,38763,2.5842,0.8218,31,0,0,31
20260924,6,0.0,False,True,always_cooperate,25,32640,2.6112,1.0,25,0,0,25
20260924,6,0.0,False,True,always_defect,12,13272,2.212,0.0,10,0,0,10
20260924,6,0.0,False,True,communication_guard,32,43140,2.69625,0.84125,33,0,0,33
20260924,6,0.0,False,True,tit_for_tat,31,41712,2.6910967741935483,0.8676129032258064,32,0,0,32
20260924,7,0.0,False,True,always_cooperate,25,33900,2.712,1.0,25,0,0,25
20260924,7,0.0,False,True,always_defect,10,10604,2.1208,0.0,8,0,0,8
20260924,7,0.0,False,True,communication_guard,33,46098,2.7938181818181818,0.8993939393939394,34,0,0,34
20260924,7,0.0,False,True,tit_for_tat,32,44367,2.7729375,0.9026875,33,0,0,33
20260924,8,0.0,False,True,always_cooperate,25,34290,2.7432,1.0,25,0,0,25
20260924,8,0.0,False,True,always_defect,8,8872,2.218,0.0,6,0,0,6
20260924,8,0.0,False,True,communication_guard,34,47880,2.816470588235294,0.9076470588235294,35,0,0,35
20260924,8,0.0,False,True,tit_for_tat,33,46392,2.8116363636363637,0.9192727272727272,34,0,0,34
20260924,9,0.0,False,True,always_cooperate,25,35430,2.8344,1.0,25,0,0,25
20260924,9,0.0,False,True,always_defect,6,6304,2.1013333333333333,0.0,4,0,0,4
20260924,9,0.0,False,True,communication_guard,35,50170,2.866857142857143,0.936,36,0,0,36
20260924,9,0.0,False,True,tit_for_tat,34,48774,2.8690588235294117,0.9438823529411765,35,0,0,35
20260925,0,0.0,False,True,always_cooperate,25,27600,2.208,1.0,24,0,0,24
20260925,0,0.0,False,True,always_defect,25,27216,2.17728,0.0,23,0,0,23
20260925,0,0.0,False,True,communication_guard,25,30802,2.46416,0.7288,27,0,0,27
20260925,0,0.0,False,True,tit_for_tat,25,30318,2.42544,0.75376,26,0,0,26
20260925,1,0.0,False,True,always_cooperate,24,27300,2.275,1.0,24,0,0,24
20260925,1,0.0,False,True,always_defect,23,24400,2.121739130434783,0.0,21,0,0,21
20260925,1,0.0,False,True,communication_guard,27,32672,2.420148148148148,0.6948148148148148,28,0,0,28
20260925,1,0.0,False,True,tit_for_tat,26,30852,2.3732307692307693,0.7313846153846154,27,0,0,27
20260925,2,0.0,False,True,always_cooperate,24,27900,2.325,1.0,24,0,0,24
20260925,2,0.0,False,True,always_defect,21,22716,2.1634285714285713,0.0,19,0,0,19
20260925,2,0.0,False,True,communication_guard,28,34506,2.464714285714286,0.7185714285714285,30,0,0,30
20260925,2,0.0,False,True,tit_for_tat,27,32037,2.373111111111111,0.7313333333333333,27,0,0,27
20260925,3,0.0,False,True,always_cooperate,24,28920,2.41,1.0,24,0,0,24
20260925,3,0.0,False,True,always_defect,19,20264,2.1330526315789475,0.0,17,0,0,17
20260925,3,0.0,False,True,communication_guard,30,38372,2.558133333333333,0.7766666666666666,31,0,0,31
20260925,3,0.0,False,True,tit_for_tat,27,33591,2.4882222222222223,0.7806666666666666,28,0,0,28
20260925,4,0.0,False,True,always_cooperate,24,30030,2.5025,1.0,25,0,0,25
20260925,4,0.0,False,True,always_defect,17,17648,2.076235294117647,0.0,14,0,0,14
20260925,4,0.0,False,True,communication_guard,31,39598,2.5547096774193547,0.7677419354838709,32,0,0,32
20260925,4,0.0,False,True,tit_for_tat,28,35406,2.529,0.7981428571428572,29,0,0,29
