replicate_seed,generation,mutation_rate,reputation_enabled,communication_enabled,communication_error_rate,memory_window,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260927,3,0.0,False,True,0.25,,tit_for_tat,26,28710,2.2084615384615383,0.6607692307692308,26,0,0,26
20260927,4,0.0,False,True,0.25,,always_cooperate,26,29370,2.2592307692307694,1.0,26,0,0,26
20260927,4,0.0,False,True,0.25,,always_defect,24,26492,2.207666666666667,0.0,24,0,0,24
20260927,4,0.0,False,True,0.25,,communication_guard,24,26756,2.2296666666666667,0.5783333333333334,24,0,0,24
20260927,4,0.0,False,True,0.25,,tit_for_tat,26,29823,2.294076923076923,0.6974615384615385,26,0,0,26
20260927,5,0.0,False,True,0.25,,always_cooperate,26,28860,2.22,1.0,26,0,0,26
20260927,5,0.0,False,True,0.25,,always_defect,24,26568,2.214,0.0,24,0,0,24
20260927,5,0.0,False,True,0.25,,communication_guard,24,26226,2.1855,0.5325,23,0,0,23
20260927,5,0.0,False,True,0.25,,tit_for_tat,26,30264,2.328,0.712,27,0,0,27
20260927,6,0.0,False,True,0.25,,always_cooperate,26,28800,2.2153846153846155,1.0,25,0,0,25
20260927,6,0.0,False,True,0.25,,always_defect,24,26836,2.2363333333333335,0.0,23,0,0,23
20260927,6,0.0,False,True,0.25,,communication_guard,23,27228,2.3676521739130436,0.6443478260869565,24,0,0,24
20260927,6,0.0,False,True,0.25,,tit_for_tat,27,32289,2.3917777777777776,0.7393333333333333,28,0,0,28
