replicate_seed,generation,mutation_rate,reputation_enabled,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260924,2,0.0,False,reputation_guard,19,17880,1.8821052631578947,1.0,16,0,0,16
20260924,2,0.0,False,tit_for_tat,24,26046,2.1705,0.6445,24,0,0,24
20260924,3,0.0,False,always_cooperate,15,11400,1.52,1.0,11,0,0,11
20260924,3,0.0,False,always_defect,45,54392,2.417422222222222,0.0,53,0,0,53
20260924,3,0.0,False,reputation_guard,16,12870,1.60875,1.0,13,0,0,13
20260924,3,0.0,False,tit_for_tat,24,24177,2.01475,0.57775,23,0,0,23
20260924,4,0.0,False,always_cooperate,11,7680,1.3963636363636365,1.0,8,0,0,8
20260924,4,0.0,False,always_defect,53,54464,2.055245283018868,0.0,59,0,0,59
20260924,4,0.0,False,reputation_guard,13,9210,1.416923076923077,1.0,10,0,0,10
20260924,4,0.0,False,tit_for_tat,23,21459,1.866,0.514,23,0,0,23
20260924,5,0.0,False,always_cooperate,8,4740,1.185,1.0,6,0,0,6
20260924,5,0.0,False,always_defect,59,53660,1.8189830508474576,0.0,64,0,0,64
20260924,5,0.0,False,reputation_guard,10,6240,1.248,1.0,7,0,0,7
20260924,5,0.0,False,tit_for_tat,23,19800,1.7217391304347827,0.45217391304347826,23,0,0,23
20260924,6,0.0,False,always_cooperate,6,3240,1.08,1.0,4,0,0,4
20260924,6,0.0,False,always_defect,64,51580,1.611875,0.0,67,0,0,67
20260924,6,0.0,False,reputation_guard,7,3810,1.0885714285714285,1.0,5,0,0,5
20260924,6,0.0,False,tit_for_tat,23,18855,1.6395652173913045,0.41695652173913045,24,0,0,24
20260924,7,0.0,False,always_cooperate,4,1860,0.93,1.0,3,0,0,3
20260924,7,0.0,False,always_defect,67,48972,1.4618507462686567,0.0,68,0,0,68
20260924,7,0.0,False,reputation_guard,5,2520,1.008,1.0,3,0,0,3
20260924,7,0.0,False,tit_for_tat,24,18612,1.551,0.379,26,0,0,26
20260924,8,0.0,False,always_cooperate,3,1500,1.0,1.0,2,0,0,2
20260924,8,0.0,False,always_defect,68,45828,1.3478823529411765,0.0,67,0,0,67
20260924,8,0.0,False,reputation_guard,3,1350,0.9,1.0,2,0,0,2
20260924,8,0.0,False,tit_for_tat,26,19953,1.5348461538461537,0.3720769230769231,29,0,0,29
20260924,9,0.0,False,always_cooperate,2,870,0.87,1.0,1,0,0,1
20260924,9,0.0,False,always_defect,67,42400,1.2656716417910447,0.0,62,0,0,62
20260924,9,0.0,False,reputation_guard,2,1320,1.32,1.0,2,0,0,2
20260924,9,0.0,False,tit_for_tat,29,23445,1.6168965517241378,0.4072413793103448,35,0,0,35
20260925,0,0.0,False,always_cooperate,25,27600,2.208,1.0,22,0,0,22
20260925,0,0.0,False,always_defect,25,38736,3.09888,0.0,31,0,0,31
20260925,0,0.0,False,reputation_guard,25,28650,2.292,1.0,23,0,0,23
20260925,0,0.0,False,tit_for_tat,25,31011,2.48088,0.77752,24,0,0,24
20260925,1,0.0,False,always_cooperate,22,22500,2.0454545454545454,1.0,19,0,0,19
20260925,1,0.0,False,always_defect,31,44876,2.895225806451613,0.0,38,0,0,38
20260925,1,0.0,False,reputation_guard,23,24120,2.097391304347826,1.0,20,0,0,20
20260925,1,0.0,False,tit_for_tat,24,27936,2.328,0.712,23,0,0,23
20260925,2,0.0,False,always_cooperate,19,16770,1.7652631578947369,1.0,15,0,0,15
20260925,2,0.0,False,always_defect,38,51304,2.7002105263157894,0.0,46,0,0,46
20260925,2,0.0,False,reputation_guard,20,18870,1.887,1.0,17,0,0,17
20260925,2,0.0,False,tit_for_tat,23,24924,2.167304347826087,0.6431304347826087,22,0,0,22
20260925,3,0.0,False,always_cooperate,15,12240,1.632,1.0,12,0,0,12
20260925,3,0.0,False,always_defect,46,54216,2.357217391304348,0.0,53,0,0,53
20260925,3,0.0,False,reputation_guard,17,13920,1.6376470588235295,1.0,14,0,0,14
20260925,3,0.0,False,tit_for_tat,22,21996,1.9996363636363637,0.5712727272727273,21,0,0,21
20260925,4,0.0,False,always_cooperate,12,8280,1.38,1.0,9,0,0,9
20260925,4,0.0,False,always_defect,53,56772,2.1423396226415092,0.0,60,0,0,60
20260925,4,0.0,False,reputation_guard,14,9720,1.3885714285714286,1.0,10,0,0,10
20260925,4,0.0,False,tit_for_tat,21,19572,1.864,0.5131428571428571,21,0,0,21
20260925,5,0.0,False,always_cooperate,9,5190,1.1533333333333333,1.0,6,0,0,6
20260925,5,0.0,False,always_defect,60,54972,1.8324,0.0,65,0,0,65
20260925,5,0.0,False,reputation_guard,10,6480,1.296,1.0,8,0,0,8
20260925,5,0.0,False,tit_for_tat,21,18207,1.734,0.4574285714285714,21,0,0,21
20260925,6,0.0,False,always_cooperate,6,2880,0.96,1.0,4,0,0,4
20260925,6,0.0,False,always_defect,65,54020,1.662153846153846,0.0,69,0,0,69
20260925,6,0.0,False,reputation_guard,8,4080,1.02,1.0,5,0,0,5
20260925,6,0.0,False,tit_for_tat,21,16800,1.6,0.4,22,0,0,22
20260925,7,0.0,False,always_cooperate,4,1980,0.99,1.0,3,0,0,3
20260925,7,0.0,False,always_defect,69,50188,1.4547246376811593,0.0,71,0,0,71
20260925,7,0.0,False,reputation_guard,5,2100,0.84,1.0,3,0,0,3
20260925,7,0.0,False,tit_for_tat,22,16578,1.507090909090909,0.36018181818181816,23,0,0,23
20260925,8,0.0,False,always_cooperate,3,1020,0.68,1.0,2,0,0,2
20260925,8,0.0,False,always_defect,71,47340,1.3335211267605633,0.0,70,0,0,70
20260925,8,0.0,False,reputation_guard,3,1560,1.04,1.0,2,0,0,2
20260925,8,0.0,False,tit_for_tat,23,17280,1.5026086956521738,0.3582608695652174,26,0,0,26
20260925,9,0.0,False,always_cooperate,2,1080,1.08,1.0,2,0,0,2
20260925,9,0.0,False,always_defect,70,44200,1.262857142857143,0.0,67,0,0,67
20260925,9,0.0,False,reputation_guard,2,780,0.78,1.0,1,0,0,1
20260925,9,0.0,False,tit_for_tat,26,19680,1.5138461538461538,0.3630769230769231,30,0,0,30
20260926,0,0.0,False,always_cooperate,25,27870,2.2296,1.0,22,0,0,22
20260926,0,0.0,False,always_defect,25,38956,3.11648,0.0,31,0,0,31
20260926,0,0.0,False,reputation_guard,25,28230,2.2584,1.0,22,0,0,22
20260926,0,0.0,False,tit_for_tat,25,30906,2.47248,0.77392,25,0,0,25
20260926,1,0.0,False,always_cooperate,22,22410,2.037272727272727,1.0,19,0,0,19
20260926,1,0.0,False,always_defect,31,45212,2.916903225806452,0.0,38,0,0,38
20260926,1,0.0,False,reputation_guard,22,22530,2.0481818181818183,1.0,19,0,0,19
20260926,1,0.0,False,tit_for_tat,25,28932,2.31456,0.70624,24,0,0,24
20260926,2,0.0,False,always_cooperate,19,18030,1.8978947368421053,1.0,16,0,0,16
20260926,2,0.0,False,always_defect,38,49652,2.6132631578947367,0.0,45,0,0,45
20260926,2,0.0,False,reputation_guard,19,17400,1.831578947368421,1.0,16,0,0,16
20260926,2,0.0,False,tit_for_tat,24,26067,2.17225,0.64525,23,0,0,23
20260926,3,0.0,False,always_cooperate,16,13260,1.6575,1.0,13,0,0,13
20260926,3,0.0,False,always_defect,45,53652,2.384533333333333,0.0,52,0,0,52
20260926,3,0.0,False,reputation_guard,16,12960,1.62,1.0,12,0,0,12
20260926,3,0.0,False,tit_for_tat,23,23412,2.0358260869565217,0.5867826086956521,23,0,0,23
20260926,4,0.0,False,always_cooperate,13,8520,1.3107692307692307,1.0,9,0,0,9
20260926,4,0.0,False,always_defect,52,54940,2.1130769230769233,0.0,58,0,0,58
20260926,4,0.0,False,reputation_guard,12,9090,1.515,1.0,10,0,0,10
20260926,4,0.0,False,tit_for_tat,23,21795,1.8952173913043477,0.5265217391304348,23,0,0,23
20260926,5,0.0,False,always_cooperate,9,5790,1.2866666666666666,1.0,7,0,0,7
20260926,5,0.0,False,always_defect,58,53768,1.8540689655172413,0.0,63,0,0,63
20260926,5,0.0,False,reputation_guard,10,6210,1.242,1.0,7,0,0,7
20260926,5,0.0,False,tit_for_tat,23,19968,1.7363478260869565,0.45843478260869563,23,0,0,23
20260926,6,0.0,False,always_cooperate,7,3660,1.0457142857142858,1.0,4,0,0,4
20260926,6,0.0,False,always_defect,63,52672,1.6721269841269841,0.0,67,0,0,67
20260926,6,0.0,False,reputation_guard,7,3690,1.0542857142857143,1.0,5,0,0,5
20260926,6,0.0,False,tit_for_tat,23,18897,1.6432173913043477,0.4185217391304348,24,0,0,24
20260926,7,0.0,False,always_cooperate,4,1950,0.975,1.0,3,0,0,3
20260926,7,0.0,False,always_defect,67,48604,1.4508656716417911,0.0,67,0,0,67
20260926,7,0.0,False,reputation_guard,5,2610,1.044,1.0,3,0,0,3
20260926,7,0.0,False,tit_for_tat,24,19284,1.607,0.403,27,0,0,27
20260926,8,0.0,False,always_cooperate,3,1560,1.04,1.0,2,0,0,2
20260926,8,0.0,False,always_defect,67,45236,1.3503283582089551,0.0,65,0,0,65
